tag_name,cosine_similarity
inflation,0.5040
"""housing market""",0.4885
"""Market""",0.4219
RealEstateMarket,0.4015
inflation,0.3526
currency,0.3295
realestate,0.3020
realestate,0.2951
economy,0.2766
finance,0.2731
Loans,0.2721
relationships,0.2683
market,0.2648
crisis,0.2466
economy,0.2421
heartbreak,0.2421
dystopia,0.2410
delusion,0.2305
Market,0.2265
Economy,0.2259
Construction,0.2255
reality,0.2254
Loans,0.2183
Economics,0.2157
Market,0.2136
Economics,0.1993
Debt,0.1351
market,0.1328
betrayal,0.1246
RealEstate,0.0982
money,0.0691
Money,0.0582
"""comparison""",0.0223
