tag_name,cosine_similarity
Pensions,0.4646
Ukraine,0.4387
refugees,0.4164
corruption,0.3816
Ukraine,0.3710
corruption,0.3696
Poland,0.3432
PensionSystem,0.3407
Poland,0.3373
"""Ukraine",0.3076
"""Bankruptcy",0.2824
corruption,0.2733
mafia,0.2624
Ukraine,0.2602
scandals,0.2384
economy,0.2380
debt,0.2312
Economy,0.2310
Ukraine,0.2209
corruption,0.2091
"""aid""",0.2083
"""deficit""",0.2082
zloty,0.2022
economy,0.2022
Debt,0.2003
fraud,0.1888
war,0.1635
"""War""",0.1634
crisis,0.1619
Economy,0.1570
war,0.1528
Economics,0.1501
corruption,0.1427
Market,0.1405
Economics,0.1252
Government,0.1225
court,0.1118
economy,0.1072
Mafia,0.1064
Money,0.1042
War,0.1013
"Money""",0.0922
debt,0.0909
payment,0.0682
market,0.0536
absurdist,0.0447
War,0.0323
Economy,0.0220
loss,-0.0192
Money,-0.0240
"Law""",-0.0250
