tag_name,cosine_similarity
Sanctions,0.4340
War,0.4263
Currency,0.4108
Russia,0.4004
Russia,0.3735
Russia,0.3667
Russia,0.3601
Russia,0.3559
Debt,0.3529
Sanctions,0.3497
Economy,0.3109
Ukraine,0.3027
Russia,0.2953
economy,0.2914
Sanctions,0.2868
Economics,0.2541
Africa,0.2436
War,0.2419
Ukraine,0.2389
Military,0.2328
Deficit,0.2187
Money,0.1861
Debt,0.1830
international,0.1733
Debt,0.1712
War,0.1625
Oil,0.1442
BRICS,0.1430
USA,0.1225
Weapons,0.0919
Weapons,0.0769
Crisis,0.0621
2023,0.0579
EU,0.0494
Money,0.0470
Money,0.0241
