tag_name,cosine_similarity
punctuation,0.4602
housingprices,0.4524
slowdown,0.4523
astronarium,0.4487
realestate,0.4137
,0.3625
finance,0.3624
housingmarket,0.3592
decisions,0.3480
politics,0.3469
economy,0.3457
future,0.3354
economics,0.3333
inflation,0.3298
migration,0.3292
corruption,0.3204
banking,0.3181
wealth,0.3181
industry,0.3120
buy,0.3092
tax,0.3090
loans,0.3074
taxes,0.3072
china,0.3058
policy,0.3057
regulations,0.3025
facebook,0.3002
area,0.2983
bribery,0.2959
politicians,0.2955
markets,0.2951
people,0.2914
economist,0.2899
faith,0.2898
prices,0.2887
government,0.2840
elephant,0.2805
wisdom,0.2788
influx,0.2750
developers,0.2743
housing,0.2706
influence,0.2698
rent,0.2616
dominance,0.2601
investment,0.2595
crisis,0.2558
refugees,0.2510
prediction,0.2500
shortage,0.2460
data,0.2455
decline,0.2445
market,0.2399
inequality,0.2350
