tag_name,cosine_similarity
monetarypolicy,0.4356
poland,0.3949
monetary_policy,0.3714
inflation,0.3560
Poland,0.3491
bank,0.3400
centralbank,0.3060
central_banking,0.2991
banking,0.2964
governmentdebt,0.2838
losses,0.2762
loss,0.2653
government_debt,0.2650
macroeconomics,0.2557
central_banks,0.2447
economy,0.2400
bondpricing,0.2303
government_bonds,0.2231
economics,0.2149
finance,0.2126
bonds,0.1875
crisis,0.1793
interestrates,0.1789
politics,0.1671
interestrate,0.1583
bond_markets,0.1527
reserves,0.1373
interest_rates,0.1325
budget,0.1224
bond_yield,0.0884
volatility,0.0754
