tag_name,cosine_similarity
realestate,0.3631
real_estate,0.3497
real estate,0.3203
recession,0.3197
crisis,0.2913
urbanization,0.2821
economics,0.2785
housing,0.2673
investment,0.2584
inflation,0.2573
speculation,0.2437
finance,0.2429
surprise,0.2416
journalism,0.2349
economy,0.2304
breakdown,0.2240
break down,0.2221
market,0.2218
fiction,0.2196
fiscal_affairs,0.2101
warning,0.1975
time,0.1944
consumer_spending,0.1909
emotions,0.1906
emotion,0.1737
profit,0.1734
relationships,0.1591
relationship,0.1549
poland,0.1535
rent,0.1493
break,0.1456
romance,0.1188
pause,0.0973
city_size,0.0973
prices,0.0922
caution,0.0918
love,0.0878
timeoff,0.0872
betrayal,0.0757
rest,0.0753
opole,0.0610
accessibility,0.0445
