tag_name,cosine_similarity
electric cars,0.6099
electric vehicles,0.5803
electriccars,0.5028
electrics Cars,0.4831
electriccar,0.4245
electricity,0.4155
Sustainability,0.4006
electric_cars,0.3821
sustainability,0.3801
emissions,0.3606
electrics_cars,0.3596
electric,0.3531
cars,0.3307
EnergyProduction,0.3259
electrics,0.2853
car_industry,0.2821
automotive,0.2787
environment,0.2554
energy_production,0.2359
batteries,0.2263
eu_regulation,0.2249
carbon dioxide,0.2245
eu,0.2224
economics,0.2016
energy,0.1926
misconceptions,0.1798
competition,0.1781
lithiumionbatteries,0.1750
global economy,0.1552
greenpeace,0.1475
repairability,0.1474
safety,0.1397
rare metals,0.1396
maintenance,0.1373
monopoly,0.1223
industry_control,0.1204
climate_change,0.1107
costs,0.0935
global supply chain,0.0814
repair,0.0621
danger,0.0613
raremetals,0.0521
deception,0.0415
