tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
poland,0.4426,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
inflation,0.4026,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
monetary_policy,0.3627,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
economy,0.3245,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
currency,0.3103,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
economics,0.3002,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
business_economy,0.2898,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
investment,0.2656,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
finance,0.2447,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
gold,0.1848,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
interest_rates,0.1659,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
business,0.1622,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
public_opinion,0.1468,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
planning,0.1452,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
politics,0.1385,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
stabilization,0.1370,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
entrepreneurship,0.1366,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
stability,0.1171,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
ion,0.1099,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
smallbusiness,0.1075,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
controversy,0.0994,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
loan,0.0964,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
tradebalance,0.0641,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
reflection,0.0368,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
cost,0.0310,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
pause,0.0190,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
coffee,0.0120,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
trade,0.0080,1.4016515645247385e-12,0.06779661016949153,0.004850444624090542,0.046811945117029866,-0.5128865242004395
