tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
poland,0.4426,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
inflation,0.4026,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
economy,0.3245,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
currency_strength,0.3221,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
forecasting,0.3127,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
economics,0.3002,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
investments,0.2612,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
finance,0.2447,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
central_bank,0.1990,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
growth,0.1866,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
gold,0.1848,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
interest_rates,0.1659,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
business,0.1622,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
business_impact,0.1478,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
loans,0.1475,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
public_opinion,0.1468,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
planning,0.1452,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
politics,0.1385,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
stabilization,0.1370,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
entrepreneurship,0.1366,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
uncertainty,0.1360,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
stability,0.1171,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
pricing,0.0919,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
discussion,0.0645,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
tradebalance,0.0641,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
pause,0.0190,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
coffee,0.0120,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
trade,0.0080,1.3817649438313995e-12,0.07096774193548387,0.008077544426494346,0.048387096774193554,-0.4776466190814972
