tag_name,cosine_similarity
fuel_prices,0.3899
Economy,0.3869
oilindustry,0.3822
economy,0.3822
oil\_market,0.3748
poland,0.3659
fuel,0.3195
oil,0.3140
economics,0.3108
oil_industry,0.2938
energy_policy,0.2781
politics,0.2748
corruption,0.2726
Politics,0.2716
fuel_crisis,0.2518
czech_republic,0.2261
democracy,0.2237
czechs,0.2205
europe,0.2122
governance,0.1809
policy,0.1763
protest,0.1712
market,0.1544
Europe,0.1499
borders,0.1485
government,0.1415
limitation,0.1391
leadership,0.1355
alzheimers,0.1259
price,0.1256
satire,0.1195
Dementia,0.1184
prices,0.1144
border,0.1135
relaxation,0.1120
critique,0.1116
criticism,0.1108
nationality,0.1051
Alzheimer's,0.1051
comparison,0.0705
humor,0.0691
wait,0.0490
brief\_intermission,0.0426
power,0.0423
return,0.0422
officials,0.0405
temporary_solutions,0.0231
pause,0.0169
rest,0.0113
break,0.0016
waiting,-0.0192
trade,-0.0303
