tag_name,cosine_similarity
russia,0.4307
russianpolitics,0.4184
corruption,0.4108
ukraine,0.3927
diplomacy,0.3819
Russia,0.3805
Corruption,0.3752
geopolitics,0.3716
putin,0.3419
Ukraine,0.3406
currency,0.3404
wealth,0.3373
russia_ukraine,0.3369
Moscow,0.3278
militarism,0.3147
NATO,0.2974
militaryconflict,0.2919
poland,0.2900
organizedcrime,0.2888
Espionage,0.2850
africa,0.2814
dictatorship,0.2810
mafia,0.2804
finances,0.2788
centralafrica,0.2759
scandal,0.2675
privatearmy,0.2636
sudanconflict,0.2606
economy,0.2514
war,0.2386
officials,0.2381
goldmining,0.2379
authority,0.2354
politics,0.2288
Africa,0.2238
businesses,0.2225
influence,0.2214
profits,0.2211
investment,0.2145
business,0.2141
economics,0.2091
military,0.2086
leadership,0.2068
Influence,0.2043
gold,0.2041
illegallyminedgold,0.1984
conflict,0.1972
Politics,0.1890
illegalmining,0.1866
redevelopment,0.1809
protest,0.1722
history,0.1662
crime,0.1638
profitmotive,0.1608
entertainment,0.1582
countries,0.1579
illegality,0.1504
gains,0.1489
opposition,0.1484
entrepreneurship,0.1473
music,0.1454
mining,0.1439
finance,0.1417
power struggle,0.1392
power,0.1327
healthcare,0.1324
defense,0.1302
minerals,0.1282
diamonds,0.1279
powerstruggle,0.1277
budget,0.1191
reconstruction,0.1164
Rebellion,0.1159
prigozhin,0.1157
sudan,0.1140
flights,0.1077
prigozhin_shoigu_conflict,0.1071
time_travel,0.1051
illegallogistics,0.0892
television,0.0855
planes,0.0843
future,0.0830
usa,0.0829
rebellion,0.0821
anticipation,0.0816
realestate,0.0796
time\_travel,0.0778
illegal,0.0689
fear,0.0675
USA,0.0662
rebuilding,0.0656
blackrock,0.0593
morale,0.0559
renewal,0.0555
upcoming,0.0535
jpmorgan,0.0515
recovery,0.0512
fsb,0.0492
Intelligence,0.0460
rebelling,0.0406
Survival,0.0262
iot,0.0196
iots,0.0168
jp_morgan,0.0151
IoT,-0.0026
