tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
poland,0.4426,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
inflation,0.4026,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
economy,0.3245,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
currency,0.3103,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
economics,0.3002,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
business_economics,0.2868,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
investment,0.2656,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
finance,0.2447,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
growth,0.1866,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
gold,0.1848,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
centralbank,0.1832,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
interest_rates,0.1659,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
Politics,0.1651,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
satisfaction,0.1551,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
interest\_rates,0.1438,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
politics,0.1385,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
stabilization,0.1370,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
stability,0.1171,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
Speech,0.1008,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
energy,0.0697,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
trade,0.0080,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
Pause,-0.0049,3.164550434849409e-14,0.05686433793663688,0.004882017900732303,0.03899268887083672,-0.46438539028167725
