tag_name,cosine_similarity
wealthaccumulation,0.4563
investments,0.4086
investment,0.4063
investor,0.3839
billionaire,0.3679
wealth,0.3385
stocks,0.3380
elderly\_investment,0.3204
stockmarket,0.2868
finance,0.2846
cash,0.2759
speculation,0.2693
elderlyfinance,0.2688
capital,0.2668
business,0.2643
stock_exchange,0.2553
elderlywealth,0.2474
crisis,0.2472
inflation,0.2459
earnings,0.2380
money,0.2269
profits,0.2179
assets,0.2139
warrenbuffett,0.2136
debt,0.2086
economics,0.2072
exchange,0.1949
prediction,0.1906
warren buffett,0.1876
prophecy,0.1704
legend,0.1659
economy,0.1637
warren\_buffett,0.1602
venture,0.1494
Politics,0.1468
politics,0.1459
buffett,0.1340
fear,0.1265
agedebt,0.1189
revenue,0.1137
timing,0.1090
Prophecy,0.1055
budget,0.1037
War,0.1020
estimation,0.0861
war,0.0678
inequality,0.0603
art,0.0572
allies,0.0534
woman,0.0506
Poland,0.0382
