tag_name,cosine_similarity
farming,0.4188
chickenindustry,0.4107
agriculture,0.4010
consumerism,0.3505
Ukraine,0.3479
economy,0.3403
ukraine,0.3366
history\_awareness,0.3300
economics,0.3163
poultry,0.3122
ukraine_conflict,0.2937
corruption,0.2820
nationalism,0.2748
europeanunion,0.2746
foreign_investment,0.2736
vegetables,0.2668
eu\_policy,0.2582
history,0.2575
politics,0.2442
chicken,0.2430
eu,0.2411
knowledge,0.2358
corn,0.2309
idiocy,0.2283
import,0.2162
smuggling,0.2154
patriotism,0.2143
war,0.2125
skepticism,0.2061
dutch_company,0.2046
media\_criticism,0.2040
criticalthinking,0.1912
blooddonation,0.1887
Oligarchy,0.1878
critical\_thinking,0.1826
violence,0.1822
authority,0.1814
conflict,0.1810
healthcare,0.1787
wisdom,0.1773
finance,0.1746
risk,0.1660
ethics,0.1653
sovereignty,0.1626
Mediterranean,0.1588
dialogue,0.1521
donation,0.1501
authorities,0.1435
water,0.1404
environment,0.1331
debate,0.1261
morality,0.1253
safety,0.1183
autism,0.1178
conversation,0.1083
blood,0.1064
survival,0.0987
independent\_thought,0.0980
self_preservation,0.0947
psychology,0.0838
Trade,0.0815
sea,0.0676
trade,0.0544
storm,0.0196
