tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
Ukraine,0.4605,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
ukraine,0.4335,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
poland,0.3956,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
economy,0.3027,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
eu_policy,0.2970,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
corruption,0.2791,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
zaduszki,0.2693,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
communism,0.2444,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
healthcare,0.2434,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
economics,0.2403,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
sovereignty,0.2288,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
taxes,0.2235,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
democracy,0.2149,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
taxation,0.2145,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
business,0.2115,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
syringes,0.2003,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
protests,0.1968,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
transportation,0.1896,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
entrepreneurship,0.1828,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
politics,0.1819,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
awareness,0.1805,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
protest,0.1783,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
farmers,0.1749,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
Europe,0.1663,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
regulations,0.1610,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
union,0.1593,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
agriculture,0.1584,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
cemeteries,0.1442,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
Comparison,0.1412,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
pandemic,0.1367,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
miracles,0.1198,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
sport_industry,0.1094,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
organized_crime,0.0769,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
mandate,0.0753,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
trade_restrictions,0.0578,9.490682190759618e-13,0.055401662049861494,0.002773925104022191,0.04155124653739612,-0.4240991473197937
