tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
poland,0.4426,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
inflation,0.4026,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
economy,0.3245,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
currency,0.3103,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
economics,0.3002,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
business_economy,0.2898,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
investment,0.2656,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
finance,0.2447,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
central_bank,0.1990,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
crisis,0.1957,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
growth,0.1866,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
gold,0.1848,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
interest_rates,0.1659,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
business,0.1622,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
public_opinion,0.1468,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
politics,0.1385,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
entrepreneurship,0.1366,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
stability,0.1171,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
ion,0.1099,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
decision making,0.0965,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
break,0.0663,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
psychology,0.0434,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
trade,0.0080,5.926269528172143e-14,0.06645056726094004,0.008116883116883116,0.045380875202593186,-0.49114376306533813
