tag_name,cosine_similarity
Putin,0.4557
war,0.4452
racism,0.4307
racism,0.4159
economy,0.3856
racism,0.3780
financial crisis,0.3579
war,0.3125
crime,0.3100
security,0.3003
conflict,0.2842
politics,0.2754
beauty,0.2741
geopolitics,0.2664
relaxation,0.2550
job losses,0.2547
economy,0.2387
economy,0.2374
corporate profits,0.2309
immigration,0.1893
moment,0.1849
police,0.1774
supplies,0.1755
security,0.1601
media,0.1561
market,0.1511
justice,0.1483
robberies,0.1459
conflict,0.1295
politics,0.1278
ideology,0.1246
crime,0.1217
society,0.0653
