tag_name,cosine_similarity
Ukraine,0.5066
Ukraine,0.5022
europeanunion,0.4542
farmers,0.4475
transport policy,0.4157
business strategy,0.3753
European Commission,0.3632
Union,0.3430
Ukraine,0.3342
company,0.3263
taxes,0.3248
protesting,0.3231
economy,0.3137
protests,0.2805
protests,0.2717
economy,0.2691
competition,0.2669
transportation,0.2609
politics,0.2501
corruption,0.2396
economy,0.2330
politics,0.2239
politics,0.2113
business,0.2094
economy,0.2037
transport,0.2014
agriculture,0.1914
economics,0.1883
prohibition,0.1881
crime,0.1765
economy,0.1754
government,0.1726
business,0.1579
politics,0.1557
business,0.1142
sovereignty,0.0939
break,0.0804
Ignorance,0.0711
investment,0.0621
aid,0.0565
regulation,0.0425
Money,0.0379
