tag_name,cosine_similarity
inflation,0.5563
inflation,0.5284
inflation,0.5136
inflation,0.4537
zloty,0.4331
inflation,0.4103
inflation,0.4037
inflation,0.3926
inflation,0.3916
currency,0.3764
inflation,0.3587
financial growth,0.3379
economy,0.3321
economy,0.3212
economy,0.3126
finance,0.3114
economy,0.3113
economy,0.3026
economy,0.2998
debt,0.2870
economy,0.2812
economy,0.2802
trade balances,0.2786
stability,0.2475
economy,0.2359
economics,0.2320
investment,0.2283
stabilization,0.2244
elections,0.2180
economy,0.1836
politics,0.1530
politics,0.1271
risk,0.1156
statistics,0.1093
trade,0.0257
stability,0.0086
