tag_name,cosine_similarity
inflation,0.4497
stocks,0.4268
crisis,0.4169
investment,0.4147
investments,0.4026
finance,0.3824
savings,0.3808
investing,0.3801
finance,0.3776
wealth,0.3611
investment,0.3540
investing,0.3502
finance,0.3377
finance,0.3173
finances,0.3119
finance,0.2962
prediction,0.2878
capital,0.2860
wealth,0.2711
opportunity,0.2650
money,0.2564
cash,0.2420
profits,0.2373
finance,0.2348
uncertainty,0.2268
politics,0.2232
conflict,0.2125
investment,0.2028
mystery,0.1943
economy,0.1494
economy,0.1484
economic,0.1163
government,0.0864
