tag_name,cosine_similarity
screenwriting,0.5618
artificial intelligence,0.5237
AI impact,0.4683
creativity,0.3853
article-production,0.3768
technology,0.3651
education,0.3622
finance,0.3617
AI,0.3367
education,0.3351
motivation,0.2810
chatbot,0.2740
education,0.2695
education,0.2675
market-dynamics,0.2673
ai,0.2605
social change,0.2508
finance,0.2506
career,0.2333
technology,0.2116
economics,0.2110
economy,0.2079
innovation,0.1820
data analysis,0.1785
ai,0.1485
economy,0.1341
society,0.1014
achievement,0.0755
status,0.0556
strikes,0.0482
