tag_name,cosine_similarity
inflation,0.5249
mortgages,0.4469
economic decline,0.4307
housing market,0.4178
urban living,0.4148
awakening,0.4057
real estate,0.3515
inflation,0.3486
love,0.3465
market,0.3360
economic trends,0.3290
economy,0.2766
journalism,0.2647
finance,0.2467
real estate,0.2436
real estate,0.2435
real estate,0.2400
speculation,0.2254
finance,0.2148
financial,0.2145
emotions,0.2106
housing,0.2098
media,0.2030
consumerism,0.2026
economy,0.1900
economy,0.1775
change,0.1716
thinking,0.1539
deception,0.1488
tragedy,0.1456
波兰,0.1252
betrayal,0.1246
psychology,0.0959
