tag_name,cosine_similarity
inflation,0.6165
inflation,0.6112
inflation,0.6060
inflation,0.6057
inflation,0.6041
inflation,0.4816
inflation,0.4793
inflation,0.4525
economy,0.3993
globalization,0.3643
price indicators,0.3399
pandemic,0.3369
economy,0.3145
economy,0.3043
economy,0.2854
government,0.2830
economy,0.2654
break,0.2414
growth,0.2401
economy,0.2314
economy,0.2022
government,0.1946
statistics,0.1454
economics,0.1431
invitation,0.1428
destruction,0.1418
manipulation,0.1215
pandemic,0.1185
reality,0.0600
manipulation,0.0435
