tag_name,cosine_similarity
knowledge,0.4810
teaching,0.4062
business,0.3975
teaching,0.3868
education,0.3806
European Funds,0.3662
economy,0.3613
doctoral,0.3514
media criticism,0.3319
wealth,0.2727
experience,0.2661
education,0.2642
career,0.2515
politics,0.2397
education,0.2231
leadership,0.2214
education,0.2138
leadership,0.2130
practicality,0.2102
industries,0.2068
politics,0.2002
academia,0.1880
radio,0.1767
professional roles,0.1426
experiences,0.1379
effort,0.1374
authority,0.1145
broadcast,0.0981
experts,0.0646
secrets,0.0635
