tag_name,cosine_similarity
earnings,0.1991
culture,0.2619
slaughter,0.0277
open society,0.2447
society,0.2790
power,0.2539
political commissars,0.0911
viewer opinions,0.3898
finance,0.1265
film_industry,0.3101
cyclicality,0.1826
workers,0.0749
fan-rebellion,0.2046
movie,0.3468
black actors,0.2461
film,0.3771
disappointment,0.1871
investment,0.1886
production,0.2195
cinema,0.4033
money,0.2325
actor,0.1497
racism,0.2509
reality,0.2102
tvseries,0.1418
implementation,0.0178
apocalypse,0.2803
eliteness,0.2204
doom,0.2215
audience,0.2527
financial_success,0.1522
fury,0.0495
politics,0.2627
communism,0.2360
better living,0.1362
victims,0.1949
homosexuals,0.0936
economics,0.2222
lordoftherings,0.0589
film_production,0.3131
climate-change,0.1023
minority,0.1781
hollywood,0.2636
socialist union,0.0982
ringofpower,0.0332
oscar,0.2971
competence,0.1221
economic-results,0.2037
end,0.2405
ratings,0.2783
entertainment-industry,0.3234
media_business,0.2405
woke,0.1465
survival,0.1278
ideology,0.2639
cultural-values,0.3045
buying reviews,0.2224
criticism,0.3387
scammer,0.0767
oppression,0.2297
transhumanism,0.2222
wokeness,0.1661
gender,0.0765
catastrophe,0.2252
propaganda,0.3142
sexual-orientation,0.0890
slogan,0.2582
quality,0.1928
theft,0.0727
success,0.2744
destruction,0.2474
film industry,0.3683
studio leadership,0.2097
entertainment,0.2973
overwritten,0.1073
tyranny,0.1920
funding,0.1960
