tag_name,cosine_similarity
housingmarket,0.4494
housing,0.4327
economy,0.4237
finances,0.4089
oligopoly,0.3998
inflation,0.3858
corruption,0.3708
market,0.3683
finance,0.3484
poland,0.3476
poverty,0.3456
business,0.3422
debt,0.3320
politics,0.3201
bureaucracy,0.3107
banks,0.3087
realestate,0.3082
crisis,0.2958
government,0.2896
money,0.2887
reform,0.2873
banking,0.2864
change,0.2786
prices,0.2581
media,0.2381
management,0.2311
culture,0.2196
marketcontrol,0.2138
radio,0.2052
system,0.2014
regulation,0.1917
stealing,0.1897
predictions,0.1835
psychology,0.1822
speculation,0.1819
mariusz,0.1796
history,0.1661
dreams,0.1631
coal,0.1434
death,0.1342
computerization,0.1198
