tag_name,cosine_similarity
economics,0.4795
inflation,0.4624
economy,0.4544
recession,0.4408
economicgrowth,0.4130
politics,0.3934
corruption,0.3906
poverty,0.3501
government,0.3331
finance,0.3235
money,0.3224
unemployment,0.3217
entrepreneurs,0.3029
investment,0.3026
trump,0.2977
debt,0.2959
currency,0.2933
immigration,0.2757
balance,0.2468
stability,0.2458
education,0.2451
war,0.2447
centralbank,0.2302
learning,0.2254
media,0.2157
conflict,0.2022
gold,0.1984
usa,0.1979
china,0.1972
biden,0.1937
decisions,0.1806
taiwan,0.1615
knowledge,0.1533
realestate,0.1201
trade,0.0861
