tag_name,cosine_similarity
cinema,0.4088
film,0.3837
films,0.3778
movies,0.3748
criticism,0.3432
propaganda,0.3093
entertainment,0.3000
success,0.2765
apocalypse,0.2763
politics,0.2607
ideology,0.2563
power,0.2512
racism,0.2511
actors,0.2463
media,0.2422
end,0.2302
communism,0.2285
rating,0.2073
failure,0.2016
funding,0.1984
quality,0.1980
victims,0.1908
industry,0.1869
tyranny,0.1866
diversity,0.1673
woke,0.1516
tvseries,0.1437
rebellion,0.1318
productioncosts,0.0958
flop,0.0866
inclusion,0.0718
boxoffice,0.0385
