tag_name,cosine_similarity
bureaucracy,0.4833
postalservice,0.4281
privatization,0.4279
poland,0.4153
corruption,0.4069
mismanagement,0.4066
postoffice,0.3887
government,0.3885
business,0.3853
restructuring,0.3547
management,0.3449
politics,0.3419
economy,0.3306
monopoly,0.3087
society,0.3028
post,0.3022
state-owned,0.2757
inefficiency,0.2746
bankruptcy,0.2683
scandal,0.2644
costs,0.2557
unemployment,0.2422
taxes,0.2285
banking,0.2222
immigration,0.2109
investment,0.2050
regulations,0.2042
archives,0.1980
radio,0.1884
technology,0.1880
fines,0.1868
sale,0.1707
property,0.1547
adaptation,0.1476
meetings,0.0879
