tag_name,cosine_similarity
russia,0.5233
Russia,0.5233
ukraine,0.4794
sanctions,0.4566
politics,0.3846
war,0.3770
economy,0.3739
oil,0.2963
profits,0.2601
immigration,0.2546
usa,0.2477
independence,0.2329
us,0.2238
business,0.2144
africa,0.2130
peace,0.2106
currency,0.2051
emigration,0.1847
zelensky,0.1842
eu,0.1836
dollar,0.1732
power,0.1557
population,0.1475
union,0.1450
citizens,0.1367
demography,0.1354
brics,0.1276
mcdonalds,0.1147
company,0.1108
jobs,0.1101
trade,0.1077
socialmedia,0.0893
occupation,0.0742
