tag_name,cosine_similarity
economics,0.4795
inflation,0.4624
economy,0.4544
politics,0.3934
corruption,0.3906
geopolitics,0.3343
finance,0.3235
entrepreneurship,0.3163
investment,0.3026
currency,0.2933
business,0.2928
tradebalance,0.2644
illegalimmigration,0.2592
homelessness,0.2474
stability,0.2458
education,0.2451
war,0.2447
banking,0.2371
learning,0.2254
media,0.2157
demandandsupply,0.2068
conflict,0.2022
gold,0.1984
usa,0.1979
china,0.1972
uncertainty,0.1812
taiwan,0.1615
interestrates,0.1567
knowledge,0.1533
broadcast,0.1402
realestate,0.1201
website,0.0906
