tag_name,cosine_similarity
propaganda,0.4272
disarmament,0.3867
greed,0.3764
revolution,0.3642
conspiracy,0.3598
democracy,0.3511
overcrowding,0.3456
freedom,0.3396
protest,0.3337
absurdity,0.3279
metropolis,0.3096
escapism,0.2991
citydevelopment,0.2854
truth,0.2816
cities,0.2781
discussion,0.2722
authority,0.2721
elections,0.2715
belief,0.2707
skepticism,0.2550
lockdown,0.2541
history,0.2467
brutality,0.2421
law,0.2416
scientology,0.2393
regulations,0.2384
power,0.2349
education,0.2305
wisdom,0.2240
planning,0.2181
media,0.2170
science,0.2136
pollution,0.2094
control,0.2025
knowledge,0.2001
china,0.1954
foodrationing,0.1916
restrictions,0.1858
sciencefiction,0.1845
riot,0.1760
covid,0.1704
inebriation,0.1500
laughter,0.1385
migration,0.1323
climate,0.1236
occupation,0.1099
resistance,0.1080
property,0.0864
sect,0.0768
