tag_name,cosine_similarity
Cinema,0.4088
film,0.3837
Movies,0.3748
movies,0.3748
criticism,0.3432
propaganda,0.3093
entertainment,0.3000
ratings,0.2889
society,0.2769
Success,0.2765
Hollywood,0.2686
ideology,0.2563
Ideology,0.2563
power,0.2512
racism,0.2511
destruction,0.2424
media,0.2422
bias,0.2325
money,0.2312
end,0.2302
Communism,0.2285
communism,0.2285
world,0.2270
oppression,0.2240
Failure,0.2016
funding,0.1984
inclusivity,0.1962
victims,0.1908
industry,0.1869
Equality,0.1856
diversity,0.1673
Woke,0.1516
tvseries,0.1437
financialperformance,0.1220
productioncosts,0.0958
inclusion,0.0718
