tag_name,cosine_similarity
poland,0.4722
capitalism,0.3989
infrastructure,0.3676
corruption,0.3639
communism,0.3572
economy,0.3570
government,0.3531
politics,0.3465
lawmaking,0.3307
policy,0.3296
deposits,0.3212
wealth,0.3170
democracy,0.3126
statepower,0.3040
land,0.2871
society,0.2863
regulations,0.2848
law,0.2723
citizens,0.2693
strategy,0.2589
industry,0.2366
water,0.2328
mining,0.2179
guarantee,0.2134
protest,0.2043
officials,0.1909
future,0.1861
pipelines,0.1718
resources,0.1692
value,0.1668
energy,0.1549
gas,0.1487
children,0.1298
expropriation,0.1124
access,0.1056
middleclass,0.0609
