tag_name,cosine_similarity
economics,0.4535
scarcity,0.4202
economy,0.4148
poverty,0.4118
corruption,0.3919
poland,0.3842
agriculture,0.3806
markets,0.3653
hunger,0.3387
shortages,0.3290
government,0.3071
profits,0.3071
industry,0.3056
business,0.3048
production,0.3028
competition,0.2946
supply,0.2917
wealth,0.2854
war,0.2835
inflation,0.2817
africa,0.2802
lobbying,0.2763
food,0.2629
nature,0.2602
survival,0.2496
minerals,0.2475
sugar,0.2467
grain,0.2407
finance,0.2362
logistics,0.2357
weakness,0.2178
regulations,0.2153
policy,0.2143
prices,0.2093
prey,0.2072
resources,0.1871
export,0.1851
power,0.1721
price,0.1656
predators,0.1546
ports,0.1469
import,0.1322
elite,0.0293
