tag_name,cosine_similarity
Coal,0.2406
annexation,0.1930
money,0.2506
toxins,0.2894
resources,0.2643
windpower,0.4092
usa,0.2644
eu,0.2495
environment,0.2927
interviews,0.1756
mining,0.2589
mentalhealth,0.3950
price,0.2137
economicdistress,0.5292
policy,0.2794
energy,0.2428
trade,0.2615
engineering,0.3104
war,0.2430
supplier,0.2163
health,0.2469
warfare,0.3264
business,0.2889
crisis,0.2139
Energy,0.2428
Import,0.2419
Russia,0.2674
poland,0.2752
radio,0.2481
regime,0.1798
Economy,0.3183
russia,0.2674
quality,0.1724
polish,0.3053
suicide,0.2346
pollution,0.2746
stress,0.2802
hunger,0.2865
diplomacy,0.3289
commitments,0.2296
morality,0.2534
politics,0.3277
fuel,0.2446
conflict,0.2756
emissions,0.3466
fossilfuels,0.4375
payment,0.2112
ukraine,0.3162
economics,0.3110
aggression,0.2283
garbage,0.3103
depression,0.2595
europe,0.1964
genocide,0.2969
children,0.2798
imports,0.2634
Export,0.2413
sanctions,0.2148
mines,0.2414
Politics,0.3277
costs,0.2467
anthracite,0.4575
ethics,0.2835
treaty,0.2361
economy,0.3183
china,0.2881
decline,0.2111
industry,0.2855
Prices,0.2444
coal,0.2406
famine,0.3242
climate,0.2874
