tag_name,cosine_similarity
society,0.2179
support,0.2237
war,0.2457
assistance,0.2686
głuchołazie,0.4564
finance,0.3496
putin,0.2575
Switzerland,0.1717
campaign,0.2256
difficulty,0.2162
Regulations,0.2820
growth,0.2519
it,0.2496
mines,0.2454
globalization,0.3053
coal,0.2373
company,0.1727
indicators,0.2575
energy,0.2508
complexity,0.2825
Poland,0.2857
equality,0.2677
crisis,0.2218
poland,0.2857
Economy,0.3353
Government,0.2657
security,0.2787
Business,0.3067
media,0.2521
polish,0.3116
police,0.2801
prices,0.2547
politics,0.3378
competition,0.2367
economics,0.3225
drop,0.2297
costs,0.2553
economy,0.3353
china,0.2915
entrepreneur,0.2444
richcountries,0.4923
area,0.2700
EuropeanUnion,0.4035
image,0.2777
communication,0.2843
maximumprice,0.4187
import,0.2398
murder,0.2585
parrot,0.2099
state,0.1991
radio,0.2574
purchases,0.2314
failure,0.2218
tax,0.2844
broadcasting,0.2192
entrepreneurship,0.3172
expert,0.2045
tv,0.1765
stations,0.1989
rules,0.2746
poorcountries,0.4816
sztof,0.4184
regulation,0.2312
companies,0.2773
budget,0.1640
banks,0.2505
covid,0.3167
trade,0.2671
statistics,0.2539
facts,0.3130
taxes,0.2824
business,0.3067
entrepreneurs,0.3344
russia,0.2741
ForeignCompanies,0.4393
market,0.2105
success,0.2508
recession,0.1757
fuel,0.2465
conflict,0.2773
ukraine,0.3205
europe,0.2134
minimumwage,0.3939
sanctions,0.2182
Politics,0.3378
startups,0.3269
inflation,0.3082
