tag_name,cosine_similarity
prediction,0.2145
constitution,0.3124
covid-19,0.4245
experts,0.2640
cryptocurrency,0.5007
impact,0.2155
forecasting,0.3781
society,0.2166
safety,0.2490
power,0.2403
realestate,0.3826
threat,0.2454
development,0.2175
management,0.2815
housingmarket,0.3095
war,0.2407
facts,0.3082
europeanunion,0.3956
leadership,0.2904
business,0.2979
marketing,0.3066
finance,0.3389
bitcoin,0.3386
data,0.2090
contracts,0.2494
sheepherd,0.3934
pandemic,0.4249
bribery,0.2701
government,0.2547
world,0.2885
russia,0.2639
regulations,0.2739
promises,0.2568
rebellion,0.2545
market,0.1977
mariusz,0.3223
media,0.2506
conspiracy,0.2257
mysteries,0.2768
profit,0.2476
fear,0.3170
2023,0.4254
forecasts,0.4158
expert,0.2038
revenue,0.2224
stefaniak,0.4046
warning,0.2363
politics,0.3275
conflict,0.2735
economist,0.2663
speculation,0.2239
ukraine,0.3036
economics,0.3091
history,0.2584
crypto,0.3042
corruption,0.2938
control,0.2294
officials,0.2597
virus,0.2508
europe,0.1986
knowledge,0.2547
democracy,0.3248
review,0.1817
law,0.2911
funds,0.1272
losses,0.2630
decisions,0.3192
inflation,0.2831
economy,0.3060
china,0.2831
year-end,0.4031
vaccines,0.2242
foundation,0.2521
science,0.2910
optimism,0.2831
views,0.2092
