tag_name,cosine_similarity
money,0.2506
resources,0.2643
environment,0.2927
usa,0.2644
eu,0.2495
mining,0.2589
mentalhealth,0.3950
poverty,0.3335
borders,0.1975
price,0.2137
policy,0.2794
energy,0.2428
trade,0.2615
engineering,0.3104
war,0.2430
supplier,0.2163
attack,0.2377
health,0.2469
toxic,0.1519
business,0.2889
crisis,0.2139
finance,0.3330
poland,0.2752
radio,0.2481
pandemic,0.4202
geopolitics,0.5079
russia,0.2674
quality,0.1724
suicide,0.2346
polish,0.3053
fear,0.3119
pollution,0.2746
hunger,0.2865
stress,0.2802
diplomacy,0.3289
prices,0.2444
morality,0.2534
politics,0.3277
taiwan,0.2600
conflict,0.2756
emissions,0.3466
fossilfuels,0.4375
ukraine,0.3162
economics,0.3110
aggression,0.2283
corruption,0.3027
garbage,0.3103
waste,0.2945
genocide,0.2969
depression,0.2595
children,0.2798
imports,0.2634
collapse,0.2430
sanctions,0.2148
mines,0.2414
airquality,0.3824
costs,0.2467
inflation,0.2929
ethics,0.2835
treaty,0.2361
economy,0.3183
china,0.2881
anthracite,0.4575
combat,0.2094
industry,0.2855
news,0.2677
coal,0.2406
famine,0.3242
climate,0.2874
