tag_name,cosine_similarity
tech,0.2162
culture,0.2631
protest,0.2750
finance,0.3358
stock,0.2598
mistake,0.2409
Decline,0.2130
chips,0.2281
corruption,0.2957
film,0.1499
comparison,0.2063
growth,0.2471
investment,0.2232
decline,0.2130
shares,0.2929
factories,0.2388
wealth,0.2907
psychology,0.3126
cinema,0.0636
cars,0.2593
money,0.2766
critique,0.1602
brand,0.2311
sapkowski,0.4022
meta,0.2069
investors,0.2406
movies,0.2834
tolkien,0.2444
industries,0.2555
edzmin,0.4221
crisis,0.2242
poland,0.2799
global,0.2438
estimate,0.2811
government,0.2496
media,0.2422
Contempt,0.2543
stories,0.2723
control,0.2350
gaming,0.2247
netflix,0.2656
china,0.2859
economy,0.3067
industry,0.2895
Laughing,0.2809
Absurdity,0.3158
hollywood,0.2376
realestate,0.3738
sale,0.1935
amazon,0.2480
demand,0.2272
radio,0.2512
billionaire,0.2360
failure,0.2202
expectation,0.1900
batteries,0.2650
revenue,0.2365
history,0.2603
stations,0.1898
manhattan,0.2759
emotions,0.2929
billionaires,0.3705
tesla,0.2581
trends,0.2281
disney,0.2343
apple,0.2606
tradewar,0.3334
2022,0.4363
web,0.2600
tickets,0.2353
business,0.3011
pandemic,0.4319
market,0.2013
loss,0.2424
entertainment,0.1547
losses,0.2767
value,0.2477
