tag_name,cosine_similarity
regulation,0.2312
companies,0.2773
Entrepreneurship,0.3172
budget,0.1640
eu,0.2611
society,0.2179
covid,0.3167
poverty,0.3414
brutality,0.2824
Europe,0.2134
support,0.2237
energy,0.2508
complexity,0.2825
murder,0.2585
businesses,0.3298
poles,0.2503
ranking,0.2334
switzerland,0.1717
statistics,0.2539
Poland,0.2857
facts,0.3130
taxes,0.2824
equality,0.2677
war,0.2457
business,0.3067
crisis,0.2218
assistance,0.2686
głuchołazie,0.4564
data,0.2161
state,0.1991
poland,0.2857
global,0.2473
finance,0.3496
putin,0.2575
broadcast,0.2127
entrepreneurs,0.3344
radio,0.2574
regulations,0.2820
security,0.2787
russia,0.2741
market,0.2105
media,0.2521
free-market,0.4807
MediaCriticism,0.4995
tax,0.2844
police,0.2801
recession,0.1757
entrepreneurship,0.3172
prices,0.2547
microsoft,0.2112
politics,0.3378
crime,0.2678
minimum-wage,0.4029
ukraine,0.3205
competition,0.2367
economics,0.3225
control,0.2375
foreign,0.2680
imports,0.2659
stations,0.1989
rules,0.2746
sanctions,0.2182
mines,0.2454
economy,0.3353
smallbusiness,0.4902
entrepreneur,0.2444
disadvantage,0.2399
coal,0.2373
income,0.2751
