tag_name,cosine_similarity
cbos,0.3652
trends,0.2258
regulation,0.2312
companies,0.2773
budget,0.1640
work,0.2629
area,0.2700
covid,0.3167
poverty,0.3414
restrictions,0.2426
support,0.2237
energy,0.2508
complexity,0.2825
murder,0.2585
trade,0.2671
ranking,0.2334
war,0.2457
statistics,0.2539
facts,0.3130
taxes,0.2824
electricity,0.2757
business,0.3067
crisis,0.2218
assistance,0.2686
state,0.1991
finance,0.3496
poland,0.2857
putin,0.2575
radio,0.2574
broadcast,0.2127
entrepreneurs,0.3344
government,0.2657
regulations,0.2820
russia,0.2741
market,0.2105
media,0.2521
polish,0.3116
failure,0.2218
success,0.2508
tax,0.2844
campaigns,0.2825
entrepreneurship,0.3172
laziness,0.4042
police,0.2801
prices,0.2547
politics,0.3378
fuel,0.2465
recognition,0.2262
markets,0.2705
competition,0.2367
economics,0.3225
control,0.2375
tv,0.1765
europe,0.2134
foreign,0.2680
drop,0.2297
stations,0.1989
smallbusinesses,0.5434
sanctions,0.2182
mines,0.2454
inflation,0.3082
economy,0.3353
smallbusiness,0.4902
entrepreneur,0.2444
coal,0.2373
income,0.2751
