tag_name,cosine_similarity
cinema,0.0604
money,0.2518
blockbuster,0.2604
earnings,0.2291
culture,0.2529
capitalism,0.2742
racism,0.2907
propaganda,0.2723
society,0.2019
henrycavill,0.3185
peterjackson,0.3315
power,0.2257
homosexuality,0.2852
awards,0.1050
race,0.1472
movies,0.2624
revolution,0.2360
modesty,0.3405
actors,0.2433
interview,0.2349
tvseries,0.2767
equality,0.2532
implementation,0.2074
amazon,0.2312
end,0.2538
doomsday,0.4041
apocalypse,0.2453
finance,0.3022
data,0.1830
radio,0.2272
broadcast,0.1933
world,0.2866
disfigured,0.4895
ratings,0.2365
inclusion,0.1832
mariusz,0.2818
media,0.2267
failure,0.2056
meme,0.3883
profit,0.2266
success,0.2396
voice,0.2534
workers,0.2179
critics,0.1784
politics,0.3008
stefaniak,0.3544
series,0.0769
communism,0.2194
victims,0.2102
economist,0.2507
entertainment,0.1433
influence,0.2145
movie,0.2571
ideology,0.2740
film,0.1422
reviews,0.1995
hiring,0.2204
films,0.1455
conversation,0.2357
oppression,0.2079
boxoffice,0.4161
investment,0.1867
practice,0.2134
endtimes,0.3528
starwars,0.3813
hit,0.2638
witcher,0.4313
economy,0.2850
predictions,0.1957
minority,0.2219
industry,0.2786
diversity,0.2570
funding,0.2077
