tag_name,cosine_similarity
prediction,0.2145
covid-19,0.4245
experts,0.2640
impact,0.2155
power,0.2403
threat,0.2454
war,0.2407
data,0.2090
finance,0.3389
pressure,0.2401
forecast,0.2351
president,0.2631
2023,0.4254
stefaniak,0.4046
warning,0.2363
learning,0.2456
corruption,0.2938
understanding,0.2208
officials,0.2597
parliament,0.2628
international,0.2529
guest,0.2115
constitution,0.3124
financialist,0.3637
eu,0.2483
manager,0.2848
expertise,0.2291
governance,0.3018
crisis,0.2196
contracts,0.2494
government,0.2547
hidden,0.2055
media,0.2506
fear,0.3170
forecasts,0.4158
banking,0.2890
politics,0.3275
economist,0.2663
speculation,0.2239
economics,0.3091
control,0.2294
economy,0.3060
china,0.2831
refugees,0.2207
realestate,0.3826
europeanunion,0.3956
attack,0.2394
marketing,0.3066
bitcoin,0.3386
world,0.2885
mariusz,0.3223
audit,0.1926
expert,0.2038
history,0.2584
opinion,0.2191
year-end,0.4031
companies,0.2683
cryptocurrency,0.5007
covid,0.3303
sheep,0.2268
facts,0.3082
business,0.2979
pandemic,0.4249
russia,0.2639
regulations,0.2739
rebellion,0.2545
market,0.1977
governments,0.3077
promise,0.2491
fuel,0.2374
conflict,0.2735
ukraine,0.3036
law,0.2911
losses,0.2630
decision,0.2626
inflation,0.2831
freedom,0.2540
vaccines,0.2242
science,0.2910
