tag_name,cosine_similarity
deportation,0.5218
city,0.4886
land,0.4232
communism,0.3835
democracy,0.3497
mining,0.3274
laws,0.3202
infrastructure,0.3201
protest,0.3161
controversy,0.2995
government,0.2616
assets,0.2383
assets,0.2297
authority,0.1964
scale,0.1874
authority,0.1852
discussion,0.1819
bankman,0.1624
authorities,0.1380
america,0.1378
access,0.1212
authority,0.1144
automobile,0.1104
agriculture,0.1036
environment,0.0941
ban,0.0812
power,0.0736
authority,0.0560
energy,0.0472
aging,0.0046
