tag_name,cosine_similarity
democracy,0.4504
czechrepublic,0.4366
"poland""",0.3613
fuelprices,0.3558
poland,0.3381
economics,0.3324
fuel,0.3224
politics,0.3217
economy,0.3013
ukraine,0.2913
economics,0.2466
authority,0.2326
economics,0.2315
economics,0.2226
fuel,0.2165
politics,0.2089
anti-corruption,0.1944
apology,0.1774
politics,0.1735
politicalscandal,0.1387
energy,0.1360
europe,0.1321
healthcare,0.1281
government,0.1265
europe,0.1079
economy,0.0924
politics,0.0907
access,0.0905
politics,0.0878
politics,0.0617
"""energy",0.0404
appearances,0.0401
advertising,-0.0076
