tag_name,cosine_similarity
inflation,0.5249
realestate,0.4228
inflation,0.3526
market,0.3436
dreams,0.3314
"""bankruptcy",0.3313
currency,0.3295
realestate,0.2951
realestate,0.2885
"finance""",0.2773
journalism,0.2653
loans,0.2632
finance,0.2631
media,0.2611
apartments,0.2596
dystopia,0.2410
realestate,0.2357
economics,0.2357
interviews,0.2343
economy,0.2314
pain,0.2247
banking,0.2161
finance,0.2148
emotions,0.2106
housing,0.1967
banking,0.1948
banking,0.1857
shock,0.1687
bankruptcy,0.1257
betrayal,0.1246
banking,0.0611
ai,0.0564
intelligence,0.0031
