tag_name,cosine_similarity
patriotism,0.6109
patriotism,0.4921
"""blood""",0.4346
agriculture,0.4130
history,0.3655
economics,0.3340
purchasing,0.2806
anti-corruption,0.2708
"""economy""",0.2627
authority,0.2613
inflation,0.2591
idiocy,0.2033
banking,0.2031
agriculture,0.1974
"""africa""",0.1908
absurdity,0.1902
corruption,0.1594
emotions,0.1433
abandonment,0.1307
prediction,0.1155
conflict,0.1003
authorities,0.0855
apology,0.0802
nature,0.0787
anger,0.0681
autism,0.0670
ability,0.0670
anger,0.0635
absurdist,0.0411
backstage,0.0407
