tag_name,cosine_similarity
taxes,0.5031
taxes,0.3915
pause,0.3670
taxation,0.3549
taxes,0.3531
organization,0.3362
fear,0.3170
anti-corruption,0.3069
invitation,0.2873
housing,0.2834
government,0.2832
governance,0.2823
control,0.2689
relaxation,0.2610
"""authority""",0.2326
inspection,0.2318
authorities,0.2292
documents,0.2057
"""america""",0.1949
systems,0.1788
chaos,0.1782
control,0.1748
energy,0.1466
money,0.1431
payment,0.1299
authority,0.1044
politics,0.1002
illegality,0.0910
"""ancientrome""",0.0554
history,0.0412
