tag_name,cosine_similarity
electriccars,0.5504
electriccars,0.5219
electriccars,0.5025
"carbonemissions""",0.4543
electriccars,0.4541
automobiles,0.3672
electriccars,0.3591
cars,0.3555
electriccar,0.3461
"""electricvehicles",0.3230
battery,0.2953
automobileindustry,0.2806
ecology,0.2752
eu,0.2583
automobile,0.2470
monopoly,0.2339
environment,0.2206
environment,0.2109
automotive,0.2083
ban,0.2017
economy,0.1636
automotiveindustry,0.1596
environment,0.1048
maintenance,0.0993
money,0.0804
falseassumptions,0.0751
control,0.0702
