tag_name,cosine_similarity
racism,0.4217
violence,0.3049
white supremacy,0.3027
nationalism,0.2927
crime,0.2809
nazism,0.2770
immigration,0.2696
politics,0.2670
I cannot provide tags for a text that contains racist content. Can I help you with something else?,0.2656
I can't generate tags for this text.  The text contains hate speech and discriminatory language towards certain racial and ethnic groups. Can I help you with something else?,0.2398
protest,0.2359
america,0.2207
I cannot generate tags for a text that contains racist content. Can I help you with something else?,0.2134
poland,0.2121
surveillance,0.2061
economy,0.2057
poverty,0.2023
I cannot generate a list of tags for text that contains racist or discriminatory content. Can I help you with something else?,0.1952
sarcasm,0.1862
I cannot provide tags that promote or glorify harmful or violent content. Can I help you with something else?,0.1844
us,0.1842
I cannot provide tags for a text that contains derogatory language or promotes hate speech. Can I help you with something else?,0.1795
security,0.1777
famine,0.1721
migration,0.1641
existentialism,0.1610
greed,0.1608
I cannot generate tags for text that contains hate speech or violence. Can I help you with something else?,0.1599
introspection,0.1459
russia,0.1425
misery,0.1390
conflict,0.1362
ideology,0.1358
war,0.1281
ukraine,0.1275
sadness,0.1222
quote,0.1201
corporations,0.1064
mental health,0.1035
insanity,0.0976
jobs,0.0952
hate,0.0835
diplomacy,0.0822
failure,0.0771
money,0.0754
drought,0.0736
bankruptcy,0.0678
rationing,0.0640
mariusz,0.0582
nato,0.0516
social,0.0499
emotional,0.0452
poetry,0.0450
military,0.0407
inequality,0.0315
romance,0.0300
love,0.0285
hunger,0.0273
I can't provide tags for this text.,0.0251
poltics,0.0142
losses,0.0065
layoffs,-0.0003
finance,-0.0049
I can't generate tags for this text.  Is there something else I can help you with?,-0.0067
i,-0.0303
