tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
emigration,0.6095,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
immigration,0.4460,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
migrant,0.4048,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
globalization,0.3746,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
assimilation,0.3604,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
economy,0.2631,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
fascism,0.2597,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
economics,0.2538,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
racism,0.2037,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
europe,0.2004,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
germany,0.1947,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
politics,0.1766,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
history,0.1733,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
morocco,0.1641,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
Europe,0.1573,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
war,0.1557,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
culture,0.1360,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
opportunity,0.1308,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
crime,0.1067,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
language,0.1036,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
philosophy,0.1019,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
french,0.0956,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
russia,0.0945,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
social commentary,0.0870,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
syria,0.0675,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
I cannot generate tags for this text.  Is there something else I can help you with?,0.0563,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
dissent,0.0509,5.153874587475461e-12,0.04692556634304207,0.0016207455429497568,0.030744336569579284,-0.38673636317253113
