tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
film,0.3033,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
movie,0.2816,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
movies,0.2761,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
production,0.2722,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
success,0.2699,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
trilogy,0.2632,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
hollywood,0.2387,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
entertainment,0.2272,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
capitalism,0.2000,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
money,0.1899,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
finances,0.1890,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
reviews,0.1707,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
criticism,0.1689,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
awards,0.1561,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
economy,0.1544,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
economics,0.1517,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
finance,0.1391,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
rating,0.1197,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
apocalypse,0.1162,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
revolution,0.1154,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
controversy,0.1134,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
literature,0.1118,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
disappointment,0.1103,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
propaganda,0.1053,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
power,0.1017,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
terrible,0.0959,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
fandom,0.0943,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
repetition,0.0928,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
music,0.0882,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
ideology,0.0842,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
tv,0.0834,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
foundation,0.0791,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
media,0.0760,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
flop,0.0689,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
socialism,0.0598,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
wisdom,0.0575,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
feminism,0.0474,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
doom,0.0461,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
wokeness,0.0386,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
woke,0.0382,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
nihilism,0.0381,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
poland,0.0374,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
oppression,0.0364,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
paradox,0.0316,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
Lordoftherings,0.0308,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
culture,0.0234,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
end,0.0197,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
radio,0.0194,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
racism,0.0153,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
rapture,0.0129,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
I cannot generate tags for text that appears to promote or glorify hate speech or discrimination. Can I help you with something else?,0.0092,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
transhumanism,0.0050,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
ufo,-0.0137,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
parrot,-0.0212,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
streaming,-0.0239,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
geek,-0.0439,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
gender,-0.0689,8.220642834911314e-14,0.040516940272441494,0.0,0.027244149493538244,-0.4794774055480957
