tag_name,cosine_similarity
russia,0.4307
corruption,0.4108
ukraine,0.3927
diplomacy,0.3819
Russia,0.3805
mercenaries,0.3793
Corruption,0.3752
geopolitics,0.3716
putin,0.3419
Ukraine,0.3406
conspiracy,0.3351
funding,0.3344
Moscow,0.3278
MoneyLaundering,0.3220
espionage,0.3118
sanctions,0.2941
poland,0.2900
moscow,0.2869
africa,0.2814
mafia,0.2804
scandal,0.2675
democracy,0.2654
money,0.2645
bribery,0.2543
government,0.2539
economy,0.2514
russian,0.2510
Economy,0.2467
smuggling,0.2463
war,0.2386
Money,0.2317
usaid,0.2312
spies,0.2304
politics,0.2288
War,0.2262
Africa,0.2238
poverty,0.2232
investors,0.2227
businesses,0.2225
influence,0.2214
theft,0.2157
investment,0.2145
business,0.2141
economic,0.2135
Fraud,0.2111
economics,0.2091
military,0.2086
fraud,0.2061
gold,0.2041
independence,0.1976
conflict,0.1972
entrepreneurs,0.1882
chaos,0.1860
freedom,0.1857
scam,0.1821
nato,0.1788
revolution,0.1680
history,0.1662
crime,0.1638
looting,0.1601
media,0.1555
entrepreneurship,0.1473
mining,0.1439
wagner,0.1432
finance,0.1417
services,0.1409
stock,0.1347
power,0.1327
stockmarket,0.1318
nepotism,0.1288
international,0.1283
minerals,0.1282
powerstruggle,0.1277
oligarchy,0.1273
Wagner,0.1225
(No relevant tags can be provided based on the given text),0.1186
betrayal,0.1185
reconstruction,0.1164
prigozhin,0.1157
confiscation,0.1136
flight,0.1103
hierarchy,0.1098
opportunity,0.1075
oligarch,0.1059
rebel,0.0988
biden,0.0977
generations,0.0975
absurd,0.0899
conversation,0.0888
intelligence,0.0846
euphoria,0.0833
rebellion,0.0821
pockets,0.0712
illegal,0.0689
fear,0.0675
rebuilding,0.0656
change,0.0600
Illegal,0.0598
time,0.0566
morale,0.0559
renewal,0.0555
risk,0.0546
survival,0.0508
fsb,0.0492
intel,0.0490
transition,0.0422
but the provided text is incomplete. Please provide the full text so I can generate relevant tags for you.,0.0354
Reconstruction,0.0349
I'm unable to provide relevant tags based on this text. Please provide a complete and meaningful text so that I can generate the appropriate tags for you.,0.0340
rebuild,0.0274
normal,0.0116
chance,0.0078
(No relevant tags can be extracted from the given input.),-0.0010
fair,-0.0063
inequality,-0.0088
but the provided text is too short to extract any meaningful tags.,-0.0106
generation,-0.0130
Sorry,-0.0166
The input text is incomplete or possibly a mistake as it contains non-standard characters and no meaningful content. Therefore,-0.0489
