tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
investment,0.4063,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
investors,0.3871,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
investing,0.3688,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
billionaire,0.3679,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
wealth,0.3385,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
finance,0.2846,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
cash,0.2759,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
crisis,0.2472,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
inflation,0.2459,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
money,0.2269,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
profits,0.2179,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
warrenbuffett,0.2136,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
shares,0.2135,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
influence,0.1995,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
Warren,0.1952,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
prediction,0.1906,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
collapse,0.1886,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
economy,0.1637,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
growth,0.1400,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
Buffett,0.1363,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
buffett,0.1340,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
timing,0.1090,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
budget,0.1037,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
winners,0.0925,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
china,0.0837,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
war,0.0678,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
inequality,0.0603,4.367984425667748e-15,0.04699738903394256,0.0017436791630340018,0.04003481288076588,-0.4910247325897217
