tag_name,cosine_similarity
billionaires,0.4471
wealth,0.3448
Economy,0.3151
stocks,0.3148
realestate,0.3064
finance,0.2921
value,0.2899
investment,0.2773
economy,0.2683
assets,0.2446
business,0.2106
stock,0.2049
loss,0.2019
markets,0.1987
demand,0.1917
losses,0.1854
valuation,0.1846
money,0.1846
trends,0.1792
globalization,0.1668
market,0.1558
sale,0.1489
crisis,0.1444
Crisis,0.1361
manufacturing,0.1191
apple,0.1143
psychology,0.1128
china,0.1084
tech,0.1044
geopolitics,0.0849
uncertainty,0.0763
future,0.0734
semiconductors,0.0715
Tech,0.0683
chips,0.0502
tesla,0.0401
trade,0.0237
supplychain,0.0002
threat,-0.0716
