tag_name,cosine_similarity
inflation,0.4315
Economy,0.4252
economy,0.3829
economics,0.3484
Corruption,0.3339
electricity,0.3081
conspiracy,0.3028
corruption,0.2986
politics,0.2828
Politics,0.2754
monopoly,0.2705
markets,0.2594
price,0.2345
fuel,0.2310
energy,0.2219
stocks,0.2200
wealth,0.2168
poland,0.1976
prices,0.1963
volatility,0.1940
scandal,0.1840
market,0.1770
coal,0.1700
war,0.1646
business,0.1575
fortune,0.1551
investment,0.1511
responsibility,0.1497
scam,0.1489
power,0.1479
discount,0.1442
protest,0.1397
finance,0.1397
forecast,0.1386
audit,0.1323
increase,0.1231
oligarchy,0.1152
accountability,0.1150
pandemic,0.1102
bill,0.1053
fortunes,0.0722
stability,0.0567
bills,0.0556
anger,0.0396
plant,0.0374
inequality,0.0320
