tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
poland,0.4456,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
entrepreneurs,0.3518,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
entrepreneurship,0.3109,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
business,0.2830,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
economy,0.2630,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
trends,0.2457,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
europe,0.2092,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
media,0.1356,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
growth,0.1171,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
topics,0.1155,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
data,0.0727,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
breaks,0.0612,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
resume,0.0359,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
complexity,0.0332,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
energy,0.0013,2.2309595293105847e-14,0.05630630630630631,0.004514672686230248,0.04504504504504505,-0.439576119184494
