tag_name,cosine_similarity
racism,0.4217
discrimination,0.3477
racialprofiling,0.3461
urbanization,0.3090
violence,0.3049
crime,0.2809
corruption,0.2729
immigration,0.2696
politics,0.2670
protest,0.2359
geopolitics,0.2209
america,0.2207
poland,0.2121
economy,0.2057
poverty,0.2023
policy,0.1957
us,0.1842
security,0.1777
censorship,0.1744
police,0.1714
robbery,0.1711
usa,0.1636
homelessness,0.1589
race,0.1575
Conflict,0.1553
putin,0.1387
conflict,0.1362
ideology,0.1358
war,0.1281
fear,0.1281
ukraine,0.1275
media,0.1265
Weapons,0.1229
corporations,0.1064
weapons,0.1039
employment,0.1011
Ukraine,0.0913
regulations,0.0905
ammunition,0.0891
pause,0.0825
sorry,0.0604
not,0.0603
broken,0.0531
robberies,0.0520
realestate,0.0511
monument,0.0502
profiling,0.0462
missiles,0.0427
statue,0.0408
military,0.0407
conversation,0.0352
supplies,0.0321
notsobeautiful,0.0271
layoffs,-0.0003
break,-0.0019
beautiful,-0.0020
poles,-0.0046
finance,-0.0049
apple,-0.0071
apples,-0.0181
decline,-0.0504
rest,-0.0543
reserves,-0.0845
