tag_name,cosine_similarity
electriccars,0.5028
electricvehicles,0.5008
electricity,0.4155
Sustainability,0.4006
emissions,0.3606
electric,0.3531
gasoline,0.3423
cars,0.3307
ecology,0.3300
Electric,0.3162
fossilfuels,0.3069
pollution,0.2786
emission,0.2657
Emissions,0.2634
car,0.2616
environment,0.2554
economy,0.2377
batteries,0.2263
eu,0.2224
europe,0.2187
battery,0.2073
economics,0.2016
carbon,0.1932
energy,0.1926
communism,0.1760
greenpeace,0.1475
Battery,0.1419
safety,0.1397
climate,0.1312
carbonfootprint,0.1267
monopoly,0.1223
propaganda,0.0778
ban,0.0745
metals,0.0648
repair,0.0621
danger,0.0613
tragedy,0.0568
raremetals,0.0521
minerals,0.0521
control,0.0259
