tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
inflation,0.4066,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
economy,0.3814,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
economics,0.3522,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
electricity,0.3426,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
renewables,0.2872,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
corruption,0.2848,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
Energy,0.2817,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
sanctions,0.2728,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
monopoly,0.2673,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
politicians,0.2610,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
energy,0.2533,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
politics,0.2505,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
price,0.2449,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
coal,0.2363,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
cost,0.2350,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
prices,0.2254,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
supply,0.2241,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
Renewable,0.2238,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
mining,0.2199,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
renewable,0.2185,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
hydropower,0.2162,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
pollution,0.2066,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
climate,0.2008,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
consumption,0.2008,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
government,0.1952,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
business,0.1936,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
oligopoly,0.1913,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
finance,0.1849,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
conservation,0.1832,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
ecology,0.1821,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
Supplier,0.1818,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
"""solar",0.1809,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
scandal,0.1797,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
power,0.1791,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
production,0.1760,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
independence,0.1759,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
radio,0.1599,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
scam,0.1584,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
war,0.1561,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
china,0.1501,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
environment,0.1398,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
technology,0.1313,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
water,0.1222,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
illusion,0.1183,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
hypocrisy,0.1164,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
"complexity""",0.1110,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
plastic,0.1087,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
local,0.1064,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
efficiency,0.0868,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
success,0.0830,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
foreign,0.0746,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
stability,0.0548,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
capacity,0.0359,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
instability,-0.0102,2.842710616490292e-15,0.05477855477855478,0.004081632653061225,0.042540792540792544,-0.48287269473075867
