tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
photovoltaic,0.5660,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
Energy,0.2950,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
energy,0.2905,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
solar,0.2855,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
technology,0.2185,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
eu,0.1960,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
subsidies,0.1958,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
Wind,0.1957,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
cars,0.1841,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
corruption,0.1826,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
economy,0.1712,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
management,0.1681,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
balance,0.1540,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
Politics,0.1460,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
politics,0.1453,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
panels,0.1353,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
security,0.1159,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
finance,0.0562,4.7120282975891747e-14,0.045454545454545456,0.0,0.03693181818181818,-0.39550819993019104
