tag_name,cosine_similarity
farming,0.4188
agriculture,0.4010
capitalism,0.3541
consumerism,0.3505
economy,0.3403
ukraine,0.3366
economics,0.3163
inflation,0.3069
boycott,0.3048
conspiracies,0.2898
food,0.2866
commerce,0.2836
corruption,0.2820
nationalism,0.2748
history,0.2575
export,0.2517
conspiracy,0.2499
chickens,0.2472
chicken,0.2430
prediction,0.2346
idiocy,0.2283
import,0.2162
imports,0.2156
patriotism,0.2143
absurdity,0.2138
criticalthinking,0.1912
choice,0.1898
logic,0.1860
authority,0.1814
finance,0.1746
money,0.1733
yacht,0.1714
risk,0.1660
ethics,0.1653
oligarch,0.1638
dilemma,0.1630
decision,0.1540
media,0.1519
thought,0.1465
authorities,0.1435
aid,0.1432
water,0.1404
oligarchs,0.1348
morality,0.1253
thinking,0.1225
safety,0.1183
autism,0.1178
strong,0.1085
blood,0.1064
rules,0.0822
ship,0.0786
arden,0.0778
neighbor,0.0734
sea,0.0676
river,0.0567
trade,0.0544
storm,0.0196
rescue,0.0055
captain,0.0011
