tag_name,cosine_similarity
economics,0.4206
education,0.4082
business,0.4067
learning,0.3684
academia,0.3502
expertise,0.3494
academic,0.3323
teaching,0.3178
self-discovery,0.3167
quotes,0.3099
media,0.3075
criticism,0.3069
management,0.2997
career,0.2990
environment,0.2856
magazine,0.2837
knowledge,0.2791
politics,0.2764
economy,0.2701
Politics,0.2662
conversation,0.2628
work,0.2621
success,0.2574
leadership,0.2555
topics,0.2505
industry,0.2503
professional,0.2482
motivation,0.2327
experience,0.2318
banking,0.2282
radio,0.2276
industries,0.2208
advice,0.2176
funding,0.2137
views,0.2100
wealth,0.1958
proverbs,0.1940
mentor,0.1878
insight,0.1873
projects,0.1851
training,0.1838
money,0.1803
poverty,0.1731
secrets,0.1659
millionaire,0.1652
millionaires,0.1602
effort,0.1563
reflection,0.1561
Power,0.1477
Secrets,0.1381
broadcast,0.1224
humility,0.1188
funds,0.1101
